sample-69|əfsun umsuq-umsuq kəkələdi:|Hello there
sample-70|on.|Hello there
sample-71|ondandı ki, siz çox xeyirxah qadına oxşayırsınız.|Hello there
sample-72|o xeyirxahlıq sizin alnınıza yazılıb.|Hello there
sample-73|arzulardım ki, həmən xeyirxahlıqdan mənə də allah payı düşsün.|Hello there
sample-74|qadın nə üçünsə titrəşən kirpiklərini bir ara qovuşdurub, geniş açdı:|Hello there
sample-75|qəribə oğlansınız, dedi.|Hello there
sample-76|yox yerdən adamın boynuna minnət qoyursunuz.|Hello there
sample-77|əfsun qadına heyranlıqdan tam ayılmamışdı.|Hello there
sample-78|durna boğazı kimi uzanaraq boyun, meydan tək geniş, mərmər hamarlığında bəmbəyaz sinə və nazik, ipək qoftanı xeylicə qabartmış yumruca məmələr diqqətini maqnit cazibəsi ilə çəkmişdi.|Hello there
sample-79|handan-hana:|Hello there
sample-80|əsla minnət qoymuram, pıçıldadı.|Hello there
sample-81|i̇namımı, qənaətimi deyirəm.|Hello there
sample-82|çöhrəsi gözəl olanın daxili də gözəl olur.|Hello there
sample-83|dərdimin yeganə çarəsi sizdədi.|Hello there
sample-84|qadının işıqlı çöhrəsi kölgələndi.|Hello there
sample-85|gözləri çəplənib yana süzüldü.|Hello there
sample-86|əfsun fağırladı:|Hello there
sample-87|dönə-dönə üzr istəyirəm.|Hello there
sample-88|sözlərim, deyəsən, şit səsləndi.|Hello there
sample-89|hiss eləyirəm, xətrinizə dəydi.|Hello there
sample-90|pis mənaya yozmayın, həyəcanlıyam.|Hello there
sample-91|bir tərs professorun çənginə ilişmişəm.|Hello there
sample-92|o kitabı tapıb oxumasam, ordan müəyyən qeydlər götürməsəm, vayımı verəcək.|Hello there
sample-93|qadının üzündən əsəb kölgəsi azacıq silindi:|Hello there
sample-94|o professor belə çətin adamdı?|Hello there
sample-95|soruşdu.|Hello there
sample-96|çətindən də çətindi!|Hello there
sample-97|əfsun işinin düzəlməsi xatirinə professoru lap əzazil qələmə verdi:|Hello there
sample-98|qiymət yazmaqda hacı qaranın sağ əlini kəsib, qoynuna qoyub.|Hello there
sample-99|ondan müsbət qiymət alınca, adamı o dünyaya aparıb qaytarır.|Hello there
sample-100|qadın incə-incə qımışdı:|Hello there
sample-101|belə şikayətləri çox eşidirik.|Hello there
sample-102|tələbələr öz tənbəlliklərini, pis oxumaqlarının təqsirini müəllimlərinin üstünə yıxmağa çalışırlar.|Hello there
sample-103|əfsun, yeri gəlmişkən, öyünməkdən özünü saxlamadı:|Hello there
sample-104|mən o əfəl tələbələrdən deyiləm, yaxşı oxuyuram.|Hello there
sample-105|əlaçıyam!|Hello there
sample-106|həə?|Hello there
sample-107|qadın inamsızlığını səsini uzatmaqla bildirdi.|Hello there
sample-108|bu ölsün!|Hello there
sample-109|əfsun üzünə yüngül şillə çəkdi.|Hello there
sample-110|nə üçün inanmırsınız?|Hello there
sample-111|gop eləmirəm, düzünü deyirəm.|Hello there
sample-112|lap birinci kursdan “beş”lə oxuyuram.|Hello there
sample-113|heç bir dənə də “dörd”üm, nə də “üç”üm yoxdur.|Hello there
sample-114|bütün müəllimlər başıma and içirlər.|Hello there
sample-115|təkcə bu professordu mənimlə gözyağı yeyən.|Hello there
sample-116|hey sınağa çəkir, qənşərimə kötük dığırlayır.|Hello there
sample-117|nə olar, qoy bildiyini eləsin.|Hello there
sample-118|mən də mənəm.|Hello there
sample-119|heç bir müəllim, professor, dosent qarşısında gözükölgəli qalmamışam.|Hello there
sample-120|i̇nşallah, bu sınaqdan da alnıaçıq çıxaram.|Hello there
sample-121|əlbəttə ki, sizin köməyinizlə.|Hello there
sample-122|qadının qaşları dartılıb, qırışsız alnının ortasına qalxdı.|Hello there
sample-123|bu, oğlanın müştəbehliyindən ikrahlıq ifadəsi idi.|Hello there
sample-124|üzünü yana çevirdi.|Hello there
sample-125|qulaqlarındakı bahalı sırğalar astaca tərpənərək çənəsinin altını ildır-ildır şölələndirdi.|Hello there
sample-126|əfsun sırğaların çənəaltı şöləsini maraqla izləyə-izləyə səsini sızıldatdı:|Hello there
sample-127|o bir olan allaha, əzizlərinizin şirindən-şirin canına, ölənlərinizin urfuna and verirəm, məni məyus eləməyin.|Hello there
sample-128|sorağını alıb gəlmişəm, o kitab var sizin fondda.|Hello there
sample-129|kitabxananıza üzv olanlar deyirlər bunu.|Hello there
sample-130|bir neçələri oxuyublar onu.|Hello there
sample-131|qadın yalvarışlara etinasız qala bilmədi.|Hello there
sample-132|könülsüz-könülsüz ayağa durdu:|Hello there
sample-133|yaxşı, gözləyin.|Hello there
sample-134|gedirəm axtarmağa.|Hello there
sample-135|çox-çox minnətdaram.|Hello there
sample-136|gedən ayaqlarınıza daş dəyməsin!|Hello there
sample-137|qadının bədən quruluşu da olduqca cazibədar idi.|Hello there
sample-138|qılçaları düz, ətli, qaməti uca, beli isə incə.|Hello there
sample-139|yalançılar sözü, iynənin deşiyindən keçərdi.|Hello there
sample-140|elə bilərdin, ilahinin xüsusi qəlibində hazırlanıb.|Hello there
sample-141|əfsunun ağzı açıla qaldı.|Hello there
sample-142|qadın nazlı-nazlı çönüb xırda qədəmlərlə ipçin kitab tərəcələrinin arası ilə uzaqlaşanda, əfsun məftun, qırpımsız nəzərlərlə onu gözdən itirincə müşayiət etdi.|Hello there
sample-143|gənc bədən ustufca ləngərləndikcə, əynindəki darısqal, mixəyi don altından bel-buxunu oyur-oyur oynadı.|Hello there
sample-144|hayıl-mayıl əfsun yanğılı, sinədolusu ah çəkdi.|Hello there
sample-145|bunun dalınca da beynində dəlisov bir fikir şimşəyi çaxdı:|Hello there
sample-146|kaş o xoşbəxt allah bəndəsinin yerində bircə gecəliyə mən olaydım.|Hello there
sample-147|” ahı təkrarlandı.|Hello there
sample-148|o biri dirsəyini də arakəsmə taxtasına dirədi, sağ əlini üzünə söykəyib, qadının qayıtmasını həsrətlə gözləyəgözləyə, qəti qərara gəldi:|Hello there
sample-149|“gərək girişim bu xanıma.|Hello there
sample-150|keçməli şey deyil.|Hello there
sample-151|bəlkə bəxtim gətirdi, toruma ilişdi.|Hello there
sample-152|axı, niyə də ilişməsin?|Hello there
sample-153|o, qənirsiz gözəldirsə, mən də heç pis oğlan deyiləm.|Hello there
sample-154|sifətcən bir az qarayamsa, başqa cəhətlərdən ciddi bir eybim, yar-yaraşıq qüsurum yoxdur.|Hello there
sample-155|hamı mənə suyuşirin oğlan deyir.|Hello there
sample-156|xalq arasında məsəl də var:|Hello there
sample-157|“qara kişmiş daha dadlı olur”.|Hello there
sample-158|bir də ki, gözəllərin çoxunun əri qarabuğdayı kişilərdi.|Hello there
sample-159|həyatda belələrini az görməmişəm.|Hello there
sample-160|hə, gərək mütləq sınayım bəxtimi.|Hello there
sample-161|necə deyərlər, tutar qatıq, tutmaz ayran.|Hello there
sample-162|məndən nə gedir?|Hello there
sample-163|bəd ayaqda üzr istəyərəm, günahımdan keçilər”.|Hello there
sample-164|qadın gec qayıtdı.|Hello there
sample-165|aralıdan əfsunu muştuluqladı:|Hello there
sample-166|bəxtiniz varmış, kitab tapıldı!|Hello there
sample-167|əfsun məmnun-məmnun təzim etdi:|Hello there
sample-168|oy, lap sevindirdiniz məni.|Hello there
sample-169|çox sağ olun!|Hello there
sample-170|yüz yaşayın!|Hello there
sample-171|hər diləyinizə yetin!|Hello there
sample-172|qadın əvvəlki yerinə keçib sakitcə əyləşdi.|Hello there
sample-173|sənəd istədi.|Hello there
sample-174|əfsun tələbə vəsiqəsini irəli uzatdı.|Hello there
sample-175|qadın rəsmiyyətlə:|Hello there
sample-176|pasportunuz lazımdı, dedi.|Hello there
sample-177|əfsun inciklik büruzə verdi:|Hello there
sample-178|mənə inanmırsınız?|Hello there
sample-179|qadın sərt danışdı:|Hello there
sample-180|qanun belə tələb edir!|Hello there
sample-181|əfsun küskünlədi.|Hello there
sample-182|sanki qadınla çoxdan tanış idi, ona ərki çatırdı.|Hello there
sample-183|qəribə zəmanədə yaşayırıq.|Hello there
sample-184|i̇nsanların bir-birinə inamı, etibarı qalmayıb.|Hello there
sample-185|qadın təəccübləndi.|Hello there
sample-186|bu ərk, bu küskünlük tanımadığı oğlanda nədən idi?|Hello there
sample-187|ona nüfuzedici diqqət yetirdi.|Hello there
sample-188|həmən anda əfsunun da ovunu gözaltılamış qartal nəzərləri qadına zilləndi.|Hello there
sample-189|baxışlar çarpazlaşdı.|Hello there
sample-190|qadının sürməli kirpikləri qəribə şəkildə titrəşib, tezcə çəpərləndi.|Hello there
sample-191|göz gilələri isvaha qapaqları altında narahat-narahat qımıldandı.|Hello there
sample-192|və özü də rahatsız oldu:|Hello there
sample-193|cəld olun, vaxtımı almayın!|Hello there
sample-194|əfsun söz güləşdirmədi.|Hello there
sample-195|qaş düzəltmək istədiyi yerdə, vurub göz tökərdi.|Hello there
sample-196|qadın ondan pasportu alıb, kitabı arakəsmənin üstünə qoydu.|Hello there
sample-197|ciddi-ciddi tapşırdı:|Hello there
sample-198|kitabla səliqəli davranın, yeganə nüsxədir.|Hello there
sample-199|baş üstə!|Hello there
sample-200|göz bəbəyim kimi qoruyaram!|Hello there
sample-201|o, bunu qımışaqımışa deyib, əsas məqsədə keçid düşündü.|Hello there
sample-202|lakin məqsədi baş tutmadı.|Hello there
sample-203|qadın tələm-tələsik yığışıb harasa getdi.|Hello there
sample-204|əfsun bir xeyli məyus-məğmun dayandı.|Hello there
sample-205|sonra heysiz hərəkətlə kitabı qoltuğuna vurub, oxu salonuna adladı.|Hello there
sample-206|lap axır cərgədəki masaların birində, süst halda əyləşdi.|Hello there
sample-207|kitabı ləng-ləng açıb, oxumağa başladı.|Hello there
sample-208|gözləri sətirlər arasında gəzsə də beyninə heç nə girmədi, yalnız gənc qadın haqqında düşündü.|Hello there
sample-209|ovsunlu xəyal aynasında onun yerişi, duruşu, baxışı canlandı.|Hello there
sample-210|arada iki dəfə qalxıb qeydiyyat arakəsməsinə yönəldi.|Hello there
sample-211|qadınla yeni söhbətə fürsət güddü.|Hello there
sample-212|cəhdi alınmadı.|Hello there
sample-213|onun yerində ayrı, nisbətən yaşlı qadın gördü.|Hello there
sample-214|gözləri dağlandı.|Hello there
sample-215|bir sözlə, o gün nə kitabdan bəhrələnə bildi, nə də könül sevdasından yarıdı.|Hello there
sample-216|2.|iki.
sample-217|o, ertəsi gün də dərsdən sonra mərkəzi kitabxanaya gəldi.|Hello there
sample-218|gənc qadını öz yerində tapdı.|Hello there
sample-219|ürəyi toxtadı.|Hello there
sample-220|yaxınlaşıb şad-xürrəm salamlaşdı.|Hello there
sample-221|ordan-burdan söz salıb, arada mehribançılıq yaratmağa çalışdı.|Hello there
sample-222|cəhdi bir nəticə vermədi.|Hello there
sample-223|qadın özünü dünənkindən də rəsmi və ciddi apardı.|Hello there
sample-224|əfsun bunu qəlbinə dərd yükü eləmədi.|Hello there
sample-225|məqsədinə çatmağın heç də asan olmayacağı ona qabaqcadan yəqin idi.|Hello there
sample-226|bunun üçün daha önəmli fəndlər, üsullar işlətmək lazım gələcəkdi.|Hello there
sample-227|qadınla istədiyi ünsiyyəti qura biləcəyi qeybdən beyninə yeridilmişdi; dəqiq qənaətə çevrilmişdi.|Hello there
sample-228|odur ki, ürəyini buz kimi saxladı:|Hello there
sample-229|“mısmırığını qoy nə qədər sallayır-sallasın; özünü ciddidən də ciddi aparsın, heç vecimə deyil, əvvəl-axır yumşaldıb muma-şama döndərəcəm.|Hello there
sample-230|hər cəfaya tab gətirəcəm.|Hello there
sample-231|nəyin hesabına olur-olsun (lap ölümüm bahasına) qovuşacam ona.|Hello there
sample-232|mütləq qovuşacam!|Hello there
sample-233|həyatda beş gün yaşayıramsa, əsl insan kimi yaşamalıyam.|Hello there
sample-234|umsuq-umsuq baş girləməkdən, zövqüsəfadan məhrum yüz il yaşamaqdansa, elə o beşcə günün ləzzəti bəsimdi” düşündü.|Hello there
sample-235|daha ara-bərədə tüyünmədi.|Hello there
sample-236|i̇radəsi möhkəm idi.|Hello there
sample-237|tədbirli tərpəndi.|Hello there
sample-238|gənc qadının kitabxanadan günün hansı vədəsi çıxdığını, hansı küçə ilə evə yollandığını, nəqliyyatdan istifadə edib-etmədiyini qıraqdan-qırağa dəqiqləşdirdi və əsas işini də unutmadı.|Hello there
sample-239|bəzi yelbeyin cavanlar kimi, bütün vaxtını eşq-məhəbbət qovğalarına qurban vermədi.|Hello there
sample-240|çətinliklə tapdırdığı kitabdan “kurs işi” üçün vacib məlumatları, müddəaları, fikirləri ayrıca dəftərə yazıb götürdü.|Hello there
sample-241|necə deyərlər:|Hello there
sample-242|həm ziyarətini elədi, həm də ticarətini.|Hello there
sample-243|aradan dörd gün ötdü.|Hello there
sample-244|i̇şlərini sahmana salmış əfsun zamanlı axşama yaxın gəlib, kitabxananın çıxış qapısının qaranlıq bir küncündə gizləndi.|Hello there
sample-245|qadının marığına durdu.|Hello there
sample-246|qadın içəridən tək çıxmadı.|Hello there
sample-247|başqa bir həmkarı ilə şirin söhbət edə-edə, deyib gülə-gülə əfsunun böyründən səkiyə adladı.|Hello there
sample-248|əfsun yanıb-yaxıldı.|Hello there
sample-249|başqa qadını ürəyində söydü, yamanladı:|Hello there
sample-250|“bu köpək qızı lap qır-saqqızdı.|Hello there
sample-251|çənəsini boş qoyub hey söz üyüdür.|Hello there
sample-252|rədd olub aralanmayacaq ki, mən də beş-üç kəlmə kəsim; kefini soruşum, əhval tutum.|Hello there
sample-253|dərdimi ona balabanla anladım”.|Hello there
sample-254|lakin babal yumağa dəyməzmiş.|Hello there
sample-255|başqa qadın küçədə xudahafizləşib, əks istiqamət götürdü.|Hello there
sample-256|gendən-genə onları izləyən əfsun fürsəti ötürmədi.|Hello there
sample-257|gözaltısını küçənin münasib yerində – gediş-gəliş seyrəkliyində xapa-xapdan yaxaladı:|Hello there
sample-258|axşamınız xeyir!|Hello there
sample-259|qadın hürkdü, yana çəkildi.|Hello there
sample-260|əfsun ədəbli davrandı:|Hello there
sample-261|bağışlayın, hərəkətim bir az kobud alındı.|Hello there
sample-262|sizi qorxutdum.|Hello there
sample-263|çox-çox üzr istəyirəm.|Hello there
sample-264|gözləri geniş açılmış, bənizi qaçmış qadın onu çəp, narazı nəzərlə süzdü.|Hello there
sample-265|dillənməyib, addımlarını yeyinlətdi.|Hello there
sample-266|əfsun dala qalmadı.|Hello there
sample-267|qadının sağ tərəfinə keçib, şaqraq və mehriban səslə:|Hello there
sample-268|ehtiyatlanmayın, dedi.|Hello there
sample-269|mən sizə zəhmət verib, çətin tapılan kitabı istəyən oğlanam.|Hello there
sample-270|diyəsən, tanımadınız.|Hello there
sample-271|qadın addımlarını xeyli yavaşıtdı.|Hello there
sample-272|başını bekarca qanırıb baxdı, dodaqucu gülümsədi:|Hello there
sample-273|hə, indi tanıdım.|Hello there
sample-274|i̇şləriniz necədi?|Hello there
sample-275|əfsun sevindi.|Hello there
sample-276|qadının gülümsəməsi qamaşığını açdı:|Hello there
sample-277|i̇şlərim əladı!|Hello there
sample-278|hər şey qaydasındadı.|Hello there
sample-279|professorla aranız düzəldimi?|Hello there
sample-280|hələ düzəlməyib.|Hello there
sample-281|çünki kurs işimi yazıb qurtarmamışam.|Hello there
sample-282|ancaq ümid eləyirəm ki, düzələcək.|Hello there
sample-283|“kurs işim” mütləq xoşuna gələcək.|Hello there
sample-284|yağlıca bir “sağ ol”unu qazanacağıma əminəm.|Hello there
sample-285|qadın susdu.|Hello there
sample-286|dodaqlarındakı həlim təbəssüm söndü.|Hello there
sample-287|oğlanın öyüncəkliyindən yenə razı qalmamışdı.|Hello there
sample-288|əfsun təlaşlandı.|Hello there
sample-289|söhbətin kəsilməyini istəmirdi.|Hello there
sample-290|dilinə güc verdi:|Hello there
sample-291|“kurs işi”min gələcək müvəffəqiyyətinin səbəbkarı ilk növbədə sizsiniz.|Hello there
sample-292|professordan alacağım “sağ ol”un böyük qismi sizin payınıza düşür.|Hello there
sample-293|əgər siz zəhmət çəkib o kitabı mənim üçün tapmasaydınız, təsəvvür eləyin, necə yazıq hallara qalacaqdım.|Hello there
sample-294|professorun açıq-açığına rişxənd hədəfinə çevriləcəkdim.|Hello there
sample-295|o biri yandan da üçillik əlaçılıq əməyim hədər gedəcəkdi.|Hello there
sample-296|bu mənə həm maddi, həm də mənəvi zərbə olacaqdı.|Hello there
sample-297|durub-oturub sizə alqış eləyirəm.|Hello there
sample-298|tanrıdan uzun ömür, möhkəm cansağlığı diləyirəm.|Hello there
sample-299|təşəkkürüm bitib-tükənməzdir.|Hello there
sample-300|qadın başını ehmal-ehmal tərpətdi:|Hello there
sample-301|kitabxanamıza üz tutub gələnlərə kömək etmək, qayğı göstərmək bizim xidməti borcumuzdu.|Hello there
sample-302|xüsusən də tələbələrə.|Hello there
sample-303|siz nə danışırsız?|Hello there
sample-304|necə yəni təşəkkürə dəyməz?|Hello there
sample-305|əfsun coşdu, çağladı.|Hello there
sample-306|təşəkkür sizin haqqınızdı.|Hello there
sample-307|ana südü təkin halalınızdı!|Hello there
sample-308|bunu bilməsəm, onda gərək mən heyvərənin-heyvərəsi olum, zırramalar, qanmazlar şahzadəsi adını daşıyım.|Hello there
sample-309|i̇nsana əskiklik gətirən o biabırçı adı özümə yaraşdırmaram!|Hello there
sample-310|qadın heç nə deməyib, yerişinin sürətini yenidən artırdı.|Hello there
sample-311|əfsun addımlarını onun addımları ilə qoşalaşdıraraq mətləbə keçdi:|Hello there
sample-312|sizə balaca bir hədiyyəm var.|Hello there
sample-313|i̇cazə verin onu təqdim eləyim.|Hello there
sample-314|nə hədiyyə?|Hello there
sample-315|qadın əsəbi soruşdu.|Hello there
sample-316|fransız ətridi.|Hello there
sample-317|mənə heç bir hədiyyə gərək deyil, ehtiyacım yoxdur!|Hello there
sample-318|özgə mənaya yozmayın.|Hello there
sample-319|təmənnasız hədiyyədi.|Hello there
sample-320|qadının çiyinləri silkələndi.|Hello there
sample-321|göyçək sifəti turşudu:|Hello there
sample-322|dedim ki, mənim heç bir hədiyyəyə ehtiyacım yoxdur.|Hello there
sample-323|hər şey varımdı.|Hello there
sample-324|əfsun üzə durdu:|Hello there
sample-325|hədiyyə ehtiyacın olub-olmamasına baxmır.|Hello there
sample-326|könül xoşluğu üçündür.|Hello there
sample-327|qadın bir az da əsəbi danışdı:|Hello there
sample-328|mənim könül xoşluğuna da ehtiyacım yoxdur!|Hello there
sample-329|əfsun küsəndi:|Hello there
sample-330|siz məni təhqir eləyirsiniz.|Hello there
sample-331|belə çıxır ki, adam yerinə qoymursunuz.|Hello there
sample-332|tələbə olanda nə olar?|Hello there
sample-333|qanacağıma nə gəlib?|Hello there
sample-334|qadın yumşalmadı.|Hello there
sample-335|burdan belə dalımca gəlməyin.|Hello there
sample-336|məni tək qoyun!|Hello there
sample-337|əfsun sırtıq-sırtıq irişdi.|Hello there
sample-338|baş üstə, gəlmərəm.|Hello there
sample-339|ancaq bu şərtlə ki, hədiyyəmi götürəsiz.|Hello there
sample-340|ayrı cür mümkün deyil.|Hello there
sample-341|qadın çarəsiz qaldı.|Hello there
sample-342|əfsun vaxt itirmədi.|Hello there
sample-343|qadının özü tərəfdəki əlini qəfil qamarladı.|Hello there
sample-344|barmaqlarını zorla aralayıb, hədiyyəsini onun ovcuna basdı.|Hello there
sample-345|və fürsətdən istifadə edib, pambıq kimi yumşaq ələ sığal çəkdi.|Hello there
sample-346|qadın təlaş içində yan-yörəyə boylandı.|Hello there
sample-347|tələsik minnətdarlıq etdi:|Hello there
sample-348|payınız çox olsun!|Hello there
sample-349|əfsun rahat nəfəs dərdi:|Hello there
sample-350|halal xoşunuz olsun!|Hello there
sample-351|qadın tələm-tələsik uzaqlaşdı.|Hello there
sample-352|əfsun sözünə əməl edib, ayaq saxladı.|Hello there
sample-353|qadının arxasınca heyran-heyran baxıb, özünə təsəlli verdi:|Hello there
sample-354|“məqsədimin başlanğıcı pis alınmadı.|Hello there
sample-355|hədiyyəmi işə keçirə bildim.|Hello there
sample-356|bunun özü də qələbədi.|Hello there
sample-357|3.|üç.
sample-358|aradan üç gün yenə ötdü.|Hello there
sample-359|əfsunun dərslərə başı bərk qarışdığından kitabxanaya yolu düşmədi.|Hello there
sample-360|belə darmacal gözə görünməyi  özü də istəmədi.|Hello there
sample-361|bu da bir fənd idi.|Hello there
sample-362|“eşq əməliyyatı” üçün beynində planlar cızırdı.|Hello there
sample-363|kitabxana həndəvərində gündüz veyillənmək ona əl vermirdi.|Hello there
sample-364|birbaşa həmləyə keçməyi, qadını mütləq ram etməyi qəti qərara almışdı.|Hello there
sample-365|bunun üçün əvvəlcədən uyğamlı yer də seçmişdi.|Hello there
sample-366|bura qadının evə getdiyi yolun yaxınlığında, iri ağacların əhatəsində getgəldən aralı, xəlvət bir künc idi.|Hello there
sample-367|qadını birtəhər dilə tutub həmən küncə apara bilsə, qalan məsələlər çəm-xəmsiz düzələcəkdi.|Hello there
sample-368|o, bələdlədiyi yerə vaxtından yarım saat qabaq gəldi.|Hello there
sample-369|qadının bu gün evə haçan gedəcəyini dəqiq öyrənmişdi.|Hello there
sample-370|onun başını sözgapla qatıb, nəzərdə tutduğu xəlvət küncə hardan, necə aparacağını bir daha ölçüb-biçdi.|Hello there
sample-371|hətta araya hansı söhbətləri salacağını, nələr deyəcəyini də zehnində nizama düzdü.|Hello there
sample-372|gözləri isə qadının gələcəyi yola zilləndi.|Hello there
sample-373|ürəyinin intizarlı döyüntüləri anbaan gücləndi.|Hello there
sample-374|qadını uzaqdan-uzağa, nazlı yerişindən tanıdı.|Hello there
sample-375|qənşərinə getdi.|Hello there
sample-376|kələk qurub, özünü elə göstərdi ki, guya təsadüfən rastlaşırlar:|Hello there
sample-377|ohoo, nə gözəl, nə xoş təsadüf!|Hello there
sample-378|necə gözlənilməz qarşılaşma!|Hello there
sample-379|son dərəcə şad oldum bu qəfil görüşə.|Hello there
