sample-37|təyin edilmiş müddətə işi yazıb başa çatdırmasa, professorun hüzurunda dili gödək olacaq, tələbə yoldaşlarının etimadını itirəcəkdi.
sample-38|o, mərkəzi kitabxananın oxu salonuna ayaq basan kimi, gözü taxta arakəsmə küncündə əyləşib, önündəki bir yığın kitabı qeydə alan cavan, olduqca göyçək bir qadına sataşdı.
sample-39|otuz, bəlkə də otuz iki yaşlı bu qadına elə ilk baxışdan quşu qondu.
sample-40|axtardığı “yağlı kökə” kitabın məhz bu qadının köməyi ilə tapılacağına qəlbində çox qəribə inam yarandı.
sample-41|göyçək qadına izafi ehtiramla yaxınlaşdı.
sample-42|qılığa girməkdə, istənilən adamla az zaman ərzində xoş münasibət qurmaqda səriştəsi yaxşı idi.
sample-43|xüsusən də qadınlarla dil tapmaq onun üçün bir içimlik su idi.
sample-44|arakəsmənin tininə dirsəklənib, şirin dilini işə saldı:
sample-45|acizanə üzr istəyirəm, xanım, icazə verin, bir dəqiqəliyə vaxtınızı alım.
sample-46|qadın məşğuliyyətindən ayrılmadı.
sample-47|ona müraciət edənə başını qaldırıb, heç gözucu da baxmadı.
sample-48|rəsmiyyətlə:
sample-49|buyurun, eşidirəm, dedi.
sample-50|əfsun sinəsini qabağa verdi.
sample-51|asta səsini xeylicə ucaldıb, ona lazım kitabın adını və müəllifini söylədi.
sample-52|göyçək qadın işindən yenə də ayrılmadan başını buladı, kitabın yoxluğunu işarətlə bildirdi.
sample-53|əfsun yalvarışlı təkidlə:
sample-54|ümidim, bütün gümanım bircə sizədi, xanım, dedi.
sample-55|əliboş qaytarmayın məni.
sample-56|sizə zəhmət də olsa, axtarın o kitabı, vacibdən-vacib lazımdı.
sample-57|çox xahiş eləyirəm.
sample-58|qadın soyuq dilləndi:
sample-59|o kitabın adını birinci dəfədi eşidirəm, çətin ki, bizdə olsun.
sample-60|əfsun təkidini ciddiləşdirdi:
sample-61|var o kitab sizin fondda.
sample-62|yəqin bilirəm, var.
sample-63|qadın işini saxladı.
sample-64|qəddini dikəldib, inadkar oxucuya heyrətlə, eyni zamanda da narazılıqla baxdı:
sample-65|bu yəqinlik nədəndi sizdə?
sample-66|əfsunun həniri batdı.
sample-67|qadının sualı yox, gözəlliyi onun dilini-ağzını bağlamışdı.
sample-68|al yanaq, yığcam ağız-burun, incə yatımlı-ətli dodaqlar, qüdrətdən çəkilmiş dümqara, qövsşəkilli qaşlar, badamı gözlər, hər kim olsa, karıxdırar; ağlını başından alardı.
sample-69|əfsun umsuq-umsuq kəkələdi:
sample-70|on.
sample-71|ondandı ki, siz çox xeyirxah qadına oxşayırsınız.
sample-72|o xeyirxahlıq sizin alnınıza yazılıb.
sample-73|arzulardım ki, həmən xeyirxahlıqdan mənə də allah payı düşsün.
sample-74|qadın nə üçünsə titrəşən kirpiklərini bir ara qovuşdurub, geniş açdı:
sample-75|qəribə oğlansınız, dedi.
sample-76|yox yerdən adamın boynuna minnət qoyursunuz.
sample-77|əfsun qadına heyranlıqdan tam ayılmamışdı.
sample-78|durna boğazı kimi uzanaraq boyun, meydan tək geniş, mərmər hamarlığında bəmbəyaz sinə və nazik, ipək qoftanı xeylicə qabartmış yumruca məmələr diqqətini maqnit cazibəsi ilə çəkmişdi.
sample-79|handan-hana:
sample-80|əsla minnət qoymuram, pıçıldadı.
sample-81|i̇namımı, qənaətimi deyirəm.
sample-82|çöhrəsi gözəl olanın daxili də gözəl olur.
sample-83|dərdimin yeganə çarəsi sizdədi.
sample-84|qadının işıqlı çöhrəsi kölgələndi.
sample-85|gözləri çəplənib yana süzüldü.
sample-86|əfsun fağırladı:
sample-87|dönə-dönə üzr istəyirəm.
sample-88|sözlərim, deyəsən, şit səsləndi.
sample-89|hiss eləyirəm, xətrinizə dəydi.
sample-90|pis mənaya yozmayın, həyəcanlıyam.
sample-91|bir tərs professorun çənginə ilişmişəm.
sample-92|o kitabı tapıb oxumasam, ordan müəyyən qeydlər götürməsəm, vayımı verəcək.
sample-93|qadının üzündən əsəb kölgəsi azacıq silindi:
sample-94|o professor belə çətin adamdı?
sample-95|soruşdu.
sample-96|çətindən də çətindi!
sample-97|əfsun işinin düzəlməsi xatirinə professoru lap əzazil qələmə verdi:
sample-98|qiymət yazmaqda hacı qaranın sağ əlini kəsib, qoynuna qoyub.
sample-99|ondan müsbət qiymət alınca, adamı o dünyaya aparıb qaytarır.
sample-100|qadın incə-incə qımışdı:
sample-101|belə şikayətləri çox eşidirik.
sample-102|tələbələr öz tənbəlliklərini, pis oxumaqlarının təqsirini müəllimlərinin üstünə yıxmağa çalışırlar.
sample-103|əfsun, yeri gəlmişkən, öyünməkdən özünü saxlamadı:
sample-104|mən o əfəl tələbələrdən deyiləm, yaxşı oxuyuram.
sample-105|əlaçıyam!
sample-106|həə?
sample-107|qadın inamsızlığını səsini uzatmaqla bildirdi.
sample-108|bu ölsün!
sample-109|əfsun üzünə yüngül şillə çəkdi.
sample-110|nə üçün inanmırsınız?
sample-111|gop eləmirəm, düzünü deyirəm.
sample-112|lap birinci kursdan “beş”lə oxuyuram.
sample-113|heç bir dənə də “dörd”üm, nə də “üç”üm yoxdur.
sample-114|bütün müəllimlər başıma and içirlər.
sample-115|təkcə bu professordu mənimlə gözyağı yeyən.
sample-116|hey sınağa çəkir, qənşərimə kötük dığırlayır.
sample-117|nə olar, qoy bildiyini eləsin.
sample-118|mən də mənəm.
sample-119|heç bir müəllim, professor, dosent qarşısında gözükölgəli qalmamışam.
sample-120|i̇nşallah, bu sınaqdan da alnıaçıq çıxaram.
sample-121|əlbəttə ki, sizin köməyinizlə.
sample-122|qadının qaşları dartılıb, qırışsız alnının ortasına qalxdı.
sample-123|bu, oğlanın müştəbehliyindən ikrahlıq ifadəsi idi.
sample-124|üzünü yana çevirdi.
sample-125|qulaqlarındakı bahalı sırğalar astaca tərpənərək çənəsinin altını ildır-ildır şölələndirdi.
sample-126|əfsun sırğaların çənəaltı şöləsini maraqla izləyə-izləyə səsini sızıldatdı:
sample-127|o bir olan allaha, əzizlərinizin şirindən-şirin canına, ölənlərinizin urfuna and verirəm, məni məyus eləməyin.
sample-128|sorağını alıb gəlmişəm, o kitab var sizin fondda.
sample-129|kitabxananıza üzv olanlar deyirlər bunu.
sample-130|bir neçələri oxuyublar onu.
sample-131|qadın yalvarışlara etinasız qala bilmədi.
sample-132|könülsüz-könülsüz ayağa durdu:
sample-133|yaxşı, gözləyin.
sample-134|gedirəm axtarmağa.
sample-135|çox-çox minnətdaram.
sample-136|gedən ayaqlarınıza daş dəyməsin!
sample-137|qadının bədən quruluşu da olduqca cazibədar idi.
sample-138|qılçaları düz, ətli, qaməti uca, beli isə incə.
sample-139|yalançılar sözü, iynənin deşiyindən keçərdi.
sample-140|elə bilərdin, ilahinin xüsusi qəlibində hazırlanıb.
sample-141|əfsunun ağzı açıla qaldı.
sample-142|qadın nazlı-nazlı çönüb xırda qədəmlərlə ipçin kitab tərəcələrinin arası ilə uzaqlaşanda, əfsun məftun, qırpımsız nəzərlərlə onu gözdən itirincə müşayiət etdi.
sample-143|gənc bədən ustufca ləngərləndikcə, əynindəki darısqal, mixəyi don altından bel-buxunu oyur-oyur oynadı.
sample-144|hayıl-mayıl əfsun yanğılı, sinədolusu ah çəkdi.
sample-145|bunun dalınca da beynində dəlisov bir fikir şimşəyi çaxdı:
sample-146|kaş o xoşbəxt allah bəndəsinin yerində bircə gecəliyə mən olaydım.
sample-147|” ahı təkrarlandı.
sample-148|o biri dirsəyini də arakəsmə taxtasına dirədi, sağ əlini üzünə söykəyib, qadının qayıtmasını həsrətlə gözləyəgözləyə, qəti qərara gəldi:
sample-149|“gərək girişim bu xanıma.
sample-150|keçməli şey deyil.
sample-151|bəlkə bəxtim gətirdi, toruma ilişdi.
sample-152|axı, niyə də ilişməsin?
sample-153|o, qənirsiz gözəldirsə, mən də heç pis oğlan deyiləm.
sample-154|sifətcən bir az qarayamsa, başqa cəhətlərdən ciddi bir eybim, yar-yaraşıq qüsurum yoxdur.
sample-155|hamı mənə suyuşirin oğlan deyir.
sample-156|xalq arasında məsəl də var:
sample-157|“qara kişmiş daha dadlı olur”.
sample-158|bir də ki, gözəllərin çoxunun əri qarabuğdayı kişilərdi.
sample-159|həyatda belələrini az görməmişəm.
sample-160|hə, gərək mütləq sınayım bəxtimi.
sample-161|necə deyərlər, tutar qatıq, tutmaz ayran.
sample-162|məndən nə gedir?
sample-163|bəd ayaqda üzr istəyərəm, günahımdan keçilər”.
sample-164|qadın gec qayıtdı.
sample-165|aralıdan əfsunu muştuluqladı:
sample-166|bəxtiniz varmış, kitab tapıldı!
sample-167|əfsun məmnun-məmnun təzim etdi:
sample-168|oy, lap sevindirdiniz məni.
sample-169|çox sağ olun!
sample-170|yüz yaşayın!
sample-171|hər diləyinizə yetin!
sample-172|qadın əvvəlki yerinə keçib sakitcə əyləşdi.
sample-173|sənəd istədi.
sample-174|əfsun tələbə vəsiqəsini irəli uzatdı.
sample-175|qadın rəsmiyyətlə:
sample-176|pasportunuz lazımdı, dedi.
sample-177|əfsun inciklik büruzə verdi:
sample-178|mənə inanmırsınız?
sample-179|qadın sərt danışdı:
sample-180|qanun belə tələb edir!
sample-181|əfsun küskünlədi.
sample-182|sanki qadınla çoxdan tanış idi, ona ərki çatırdı.
sample-183|qəribə zəmanədə yaşayırıq.
sample-184|i̇nsanların bir-birinə inamı, etibarı qalmayıb.
sample-185|qadın təəccübləndi.
sample-186|bu ərk, bu küskünlük tanımadığı oğlanda nədən idi?
sample-187|ona nüfuzedici diqqət yetirdi.
sample-188|həmən anda əfsunun da ovunu gözaltılamış qartal nəzərləri qadına zilləndi.
sample-189|baxışlar çarpazlaşdı.
sample-190|qadının sürməli kirpikləri qəribə şəkildə titrəşib, tezcə çəpərləndi.
sample-191|göz gilələri isvaha qapaqları altında narahat-narahat qımıldandı.
sample-192|və özü də rahatsız oldu:
sample-193|cəld olun, vaxtımı almayın!
sample-194|əfsun söz güləşdirmədi.
sample-195|qaş düzəltmək istədiyi yerdə, vurub göz tökərdi.
sample-196|qadın ondan pasportu alıb, kitabı arakəsmənin üstünə qoydu.
sample-197|ciddi-ciddi tapşırdı:
sample-198|kitabla səliqəli davranın, yeganə nüsxədir.
sample-199|baş üstə!
sample-200|göz bəbəyim kimi qoruyaram!
sample-201|o, bunu qımışaqımışa deyib, əsas məqsədə keçid düşündü.
sample-202|lakin məqsədi baş tutmadı.
sample-203|qadın tələm-tələsik yığışıb harasa getdi.
sample-204|əfsun bir xeyli məyus-məğmun dayandı.
sample-205|sonra heysiz hərəkətlə kitabı qoltuğuna vurub, oxu salonuna adladı.
sample-206|lap axır cərgədəki masaların birində, süst halda əyləşdi.
sample-207|kitabı ləng-ləng açıb, oxumağa başladı.
sample-208|gözləri sətirlər arasında gəzsə də beyninə heç nə girmədi, yalnız gənc qadın haqqında düşündü.
sample-209|ovsunlu xəyal aynasında onun yerişi, duruşu, baxışı canlandı.
sample-210|arada iki dəfə qalxıb qeydiyyat arakəsməsinə yönəldi.
sample-211|qadınla yeni söhbətə fürsət güddü.
sample-212|cəhdi alınmadı.
sample-213|onun yerində ayrı, nisbətən yaşlı qadın gördü.
sample-214|gözləri dağlandı.
sample-215|bir sözlə, o gün nə kitabdan bəhrələnə bildi, nə də könül sevdasından yarıdı.
sample-216|iki.
sample-217|o, ertəsi gün də dərsdən sonra mərkəzi kitabxanaya gəldi.
sample-218|gənc qadını öz yerində tapdı.
sample-219|ürəyi toxtadı.
sample-220|yaxınlaşıb şad-xürrəm salamlaşdı.
sample-221|ordan-burdan söz salıb, arada mehribançılıq yaratmağa çalışdı.
sample-222|cəhdi bir nəticə vermədi.
sample-223|qadın özünü dünənkindən də rəsmi və ciddi apardı.
sample-224|əfsun bunu qəlbinə dərd yükü eləmədi.
sample-225|məqsədinə çatmağın heç də asan olmayacağı ona qabaqcadan yəqin idi.
sample-226|bunun üçün daha önəmli fəndlər, üsullar işlətmək lazım gələcəkdi.
sample-227|qadınla istədiyi ünsiyyəti qura biləcəyi qeybdən beyninə yeridilmişdi; dəqiq qənaətə çevrilmişdi.
sample-228|odur ki, ürəyini buz kimi saxladı:
sample-229|“mısmırığını qoy nə qədər sallayır-sallasın; özünü ciddidən də ciddi aparsın, heç vecimə deyil, əvvəl-axır yumşaldıb muma-şama döndərəcəm.
sample-230|hər cəfaya tab gətirəcəm.
sample-231|nəyin hesabına olur-olsun (lap ölümüm bahasına) qovuşacam ona.
sample-232|mütləq qovuşacam!
sample-233|həyatda beş gün yaşayıramsa, əsl insan kimi yaşamalıyam.
sample-234|umsuq-umsuq baş girləməkdən, zövqüsəfadan məhrum yüz il yaşamaqdansa, elə o beşcə günün ləzzəti bəsimdi” düşündü.
sample-235|daha ara-bərədə tüyünmədi.
sample-236|i̇radəsi möhkəm idi.
sample-237|tədbirli tərpəndi.
sample-238|gənc qadının kitabxanadan günün hansı vədəsi çıxdığını, hansı küçə ilə evə yollandığını, nəqliyyatdan istifadə edib-etmədiyini qıraqdan-qırağa dəqiqləşdirdi və əsas işini də unutmadı.
sample-239|bəzi yelbeyin cavanlar kimi, bütün vaxtını eşq-məhəbbət qovğalarına qurban vermədi.
sample-240|çətinliklə tapdırdığı kitabdan “kurs işi” üçün vacib məlumatları, müddəaları, fikirləri ayrıca dəftərə yazıb götürdü.
sample-241|necə deyərlər:
sample-242|həm ziyarətini elədi, həm də ticarətini.
sample-243|aradan dörd gün ötdü.
sample-244|i̇şlərini sahmana salmış əfsun zamanlı axşama yaxın gəlib, kitabxananın çıxış qapısının qaranlıq bir küncündə gizləndi.
sample-245|qadının marığına durdu.
sample-246|qadın içəridən tək çıxmadı.
sample-247|başqa bir həmkarı ilə şirin söhbət edə-edə, deyib gülə-gülə əfsunun böyründən səkiyə adladı.
sample-248|əfsun yanıb-yaxıldı.
sample-249|başqa qadını ürəyində söydü, yamanladı:
sample-250|“bu köpək qızı lap qır-saqqızdı.
sample-251|çənəsini boş qoyub hey söz üyüdür.
sample-252|rədd olub aralanmayacaq ki, mən də beş-üç kəlmə kəsim; kefini soruşum, əhval tutum.
sample-253|dərdimi ona balabanla anladım”.
sample-254|lakin babal yumağa dəyməzmiş.
sample-255|başqa qadın küçədə xudahafizləşib, əks istiqamət götürdü.
sample-256|gendən-genə onları izləyən əfsun fürsəti ötürmədi.
sample-257|gözaltısını küçənin münasib yerində – gediş-gəliş seyrəkliyində xapa-xapdan yaxaladı:
sample-258|axşamınız xeyir!
sample-259|qadın hürkdü, yana çəkildi.
sample-260|əfsun ədəbli davrandı:
sample-261|bağışlayın, hərəkətim bir az kobud alındı.
sample-262|sizi qorxutdum.
sample-263|çox-çox üzr istəyirəm.
sample-264|gözləri geniş açılmış, bənizi qaçmış qadın onu çəp, narazı nəzərlə süzdü.
sample-265|dillənməyib, addımlarını yeyinlətdi.
sample-266|əfsun dala qalmadı.
sample-267|qadının sağ tərəfinə keçib, şaqraq və mehriban səslə:
sample-268|ehtiyatlanmayın, dedi.
sample-269|mən sizə zəhmət verib, çətin tapılan kitabı istəyən oğlanam.
sample-270|diyəsən, tanımadınız.
sample-271|qadın addımlarını xeyli yavaşıtdı.
sample-272|başını bekarca qanırıb baxdı, dodaqucu gülümsədi:
sample-273|hə, indi tanıdım.
sample-274|i̇şləriniz necədi?
sample-275|əfsun sevindi.
sample-276|qadının gülümsəməsi qamaşığını açdı:
sample-277|i̇şlərim əladı!
sample-278|hər şey qaydasındadı.
sample-279|professorla aranız düzəldimi?
sample-280|hələ düzəlməyib.
sample-281|çünki kurs işimi yazıb qurtarmamışam.
sample-282|ancaq ümid eləyirəm ki, düzələcək.
sample-283|“kurs işim” mütləq xoşuna gələcək.
sample-284|yağlıca bir “sağ ol”unu qazanacağıma əminəm.
sample-285|qadın susdu.
sample-286|dodaqlarındakı həlim təbəssüm söndü.
sample-287|oğlanın öyüncəkliyindən yenə razı qalmamışdı.
sample-288|əfsun təlaşlandı.
sample-289|söhbətin kəsilməyini istəmirdi.
sample-290|dilinə güc verdi:
sample-291|“kurs işi”min gələcək müvəffəqiyyətinin səbəbkarı ilk növbədə sizsiniz.
sample-292|professordan alacağım “sağ ol”un böyük qismi sizin payınıza düşür.
sample-293|əgər siz zəhmət çəkib o kitabı mənim üçün tapmasaydınız, təsəvvür eləyin, necə yazıq hallara qalacaqdım.
sample-294|professorun açıq-açığına rişxənd hədəfinə çevriləcəkdim.
sample-295|o biri yandan da üçillik əlaçılıq əməyim hədər gedəcəkdi.
sample-296|bu mənə həm maddi, həm də mənəvi zərbə olacaqdı.
sample-297|durub-oturub sizə alqış eləyirəm.
sample-298|tanrıdan uzun ömür, möhkəm cansağlığı diləyirəm.
sample-299|təşəkkürüm bitib-tükənməzdir.
sample-300|qadın başını ehmal-ehmal tərpətdi:
sample-301|kitabxanamıza üz tutub gələnlərə kömək etmək, qayğı göstərmək bizim xidməti borcumuzdu.
sample-302|xüsusən də tələbələrə.
sample-303|siz nə danışırsız?
sample-304|necə yəni təşəkkürə dəyməz?
sample-305|əfsun coşdu, çağladı.
sample-306|təşəkkür sizin haqqınızdı.
sample-307|ana südü təkin halalınızdı!
sample-308|bunu bilməsəm, onda gərək mən heyvərənin-heyvərəsi olum, zırramalar, qanmazlar şahzadəsi adını daşıyım.
sample-309|i̇nsana əskiklik gətirən o biabırçı adı özümə yaraşdırmaram!
sample-310|qadın heç nə deməyib, yerişinin sürətini yenidən artırdı.
sample-311|əfsun addımlarını onun addımları ilə qoşalaşdıraraq mətləbə keçdi:
sample-312|sizə balaca bir hədiyyəm var.
sample-313|i̇cazə verin onu təqdim eləyim.
sample-314|nə hədiyyə?
sample-315|qadın əsəbi soruşdu.
sample-316|fransız ətridi.
sample-317|mənə heç bir hədiyyə gərək deyil, ehtiyacım yoxdur!
sample-318|özgə mənaya yozmayın.
sample-319|təmənnasız hədiyyədi.
sample-320|qadının çiyinləri silkələndi.
sample-321|göyçək sifəti turşudu:
sample-322|dedim ki, mənim heç bir hədiyyəyə ehtiyacım yoxdur.
sample-323|hər şey varımdı.
sample-324|əfsun üzə durdu:
sample-325|hədiyyə ehtiyacın olub-olmamasına baxmır.
sample-326|könül xoşluğu üçündür.
sample-327|qadın bir az da əsəbi danışdı:
sample-328|mənim könül xoşluğuna da ehtiyacım yoxdur!
sample-329|əfsun küsəndi:
sample-330|siz məni təhqir eləyirsiniz.
sample-331|belə çıxır ki, adam yerinə qoymursunuz.
sample-332|tələbə olanda nə olar?
sample-333|qanacağıma nə gəlib?
sample-334|qadın yumşalmadı.
sample-335|burdan belə dalımca gəlməyin.
sample-336|məni tək qoyun!
sample-337|əfsun sırtıq-sırtıq irişdi.
sample-338|baş üstə, gəlmərəm.
sample-339|ancaq bu şərtlə ki, hədiyyəmi götürəsiz.
sample-340|ayrı cür mümkün deyil.
sample-341|qadın çarəsiz qaldı.
sample-342|əfsun vaxt itirmədi.
sample-343|qadının özü tərəfdəki əlini qəfil qamarladı.
sample-344|barmaqlarını zorla aralayıb, hədiyyəsini onun ovcuna basdı.
sample-345|və fürsətdən istifadə edib, pambıq kimi yumşaq ələ sığal çəkdi.
sample-346|qadın təlaş içində yan-yörəyə boylandı.
sample-347|tələsik minnətdarlıq etdi:
sample-348|payınız çox olsun!
sample-349|əfsun rahat nəfəs dərdi:
sample-350|halal xoşunuz olsun!
sample-351|qadın tələm-tələsik uzaqlaşdı.
sample-352|əfsun sözünə əməl edib, ayaq saxladı.
sample-353|qadının arxasınca heyran-heyran baxıb, özünə təsəlli verdi:
sample-354|“məqsədimin başlanğıcı pis alınmadı.
sample-355|hədiyyəmi işə keçirə bildim.
sample-356|bunun özü də qələbədi.
sample-357|üç.
sample-358|aradan üç gün yenə ötdü.
sample-359|əfsunun dərslərə başı bərk qarışdığından kitabxanaya yolu düşmədi.
sample-360|belə darmacal gözə görünməyi  özü də istəmədi.
sample-361|bu da bir fənd idi.
sample-362|“eşq əməliyyatı” üçün beynində planlar cızırdı.
sample-363|kitabxana həndəvərində gündüz veyillənmək ona əl vermirdi.
sample-364|birbaşa həmləyə keçməyi, qadını mütləq ram etməyi qəti qərara almışdı.
sample-365|bunun üçün əvvəlcədən uyğamlı yer də seçmişdi.
sample-366|bura qadının evə getdiyi yolun yaxınlığında, iri ağacların əhatəsində getgəldən aralı, xəlvət bir künc idi.
sample-367|qadını birtəhər dilə tutub həmən küncə apara bilsə, qalan məsələlər çəm-xəmsiz düzələcəkdi.
sample-368|o, bələdlədiyi yerə vaxtından yarım saat qabaq gəldi.
sample-369|qadının bu gün evə haçan gedəcəyini dəqiq öyrənmişdi.
sample-370|onun başını sözgapla qatıb, nəzərdə tutduğu xəlvət küncə hardan, necə aparacağını bir daha ölçüb-biçdi.
sample-371|hətta araya hansı söhbətləri salacağını, nələr deyəcəyini də zehnində nizama düzdü.
sample-372|gözləri isə qadının gələcəyi yola zilləndi.
sample-373|ürəyinin intizarlı döyüntüləri anbaan gücləndi.
sample-374|qadını uzaqdan-uzağa, nazlı yerişindən tanıdı.
sample-375|qənşərinə getdi.
sample-376|kələk qurub, özünü elə göstərdi ki, guya təsadüfən rastlaşırlar:
sample-377|ohoo, nə gözəl, nə xoş təsadüf!
sample-378|necə gözlənilməz qarşılaşma!
sample-379|son dərəcə şad oldum bu qəfil görüşə.
sample-380|kefiniz, əhvalınız?
sample-381|i̇şinizdə, evinizdə salamatlıqdımı?
sample-382|o, bu bəlağətli sorğu-suallarla əl tutuşmağa cəhd göstərdi.
sample-383|keçən dəfəki təmasdan xüsusi ləzzət duymuşdu.
sample-384|i̇ndi o təması daha yaxşı təkrarlamaq, yumyumşaq əli ovucunda möhkəm tutub oxşamaq xəyalına düşdü.
sample-385|qadın imkan yaratmadı.
sample-386|əfsun xantamah qalmağını vecə almadı.
sample-387|təzə hay-küy başladı:
sample-388|ürəyiniz çox düzdü, tərtəmizdi!
sample-389|lap elə indicə, heç bir dəqiqə də olmaz, könlümdən möcüzə bir istək keçdi.
sample-390|sizə rast gəlməyi arzuladım.
sample-391|qurban olduğum allah diləyimi eşitdi, qıymadı sizdən intizarlı qalım.
sample-392|qadın dinib-danışmadı.
sample-393|sakit-sakit ayaqlarının ucuna baxdı.
sample-394|ortaya sükut çökdü.
sample-395|əfsun darıxdı.
sample-396|bu sükut işin xeyrinə deyildi.
sample-397|məhrəm ünsiyyətə tələsdi:
sample-398|bayaqdan bəri çaşbaşam, adınızı bilmirəm ki, səmimi söhbətə başlayım.
sample-399|xahiş eləyirəm adınızı bağışlayın mənə.
sample-400|qadın istər-istəməz qımışdı:
sample-401|adımı sizə bağışlayım, özüm adsız qalım?
sample-402|əfsun bu məzəli məzəmmətə əvvəlcə pıqqıltı ilə güldü.
sample-403|sonra da uşaq kimi şitəndi:
sample-404|elə yox ha, adınızı sadəcə, bilmək istəyirəm.
sample-405|bu, belə vacibdi?
sample-406|əlbəttə, vacibdi!
sample-407|adınızı bilsəm, çox məmnun olaram.
sample-408|buna ehtiyac duymuram.
sample-409|siz duymasanız da mən duyuram.
sample-410|həqiqi tanışlıq mənim üçün çox vacibdi.
sample-411|qadın ciddiyyətini pozmadı.
sample-412|zənnimcə, salamlaşmaq kifayətdi, dedi.
sample-413|əfsun israrla:
sample-414|yox!
sample-415|dedi, kifayət deyil.
sample-416|tanış tanışının adını mütləq bilməlidir.
sample-417|bu ümumi qaydadır.
sample-418|gəlin qaydanı pozmayaq.
sample-419|qadın boynunu yana əyib, kirpik çaldı.
sample-420|əfsun bunu işin xeyrinə yozdu.
sample-421|i̇srarında möhkəmləndi:
sample-422|nolar, acizanə rica eləyirəm.
sample-423|daşı ətəyinizdən tökün.
sample-424|qorxmayın, buna görə dünya dağılmaz!
sample-425|qadın çönüb, oğlana bekaraca nüfuz etdi.
sample-426|sanki onun daxilindən xəbər tutmaq istəyirdi.
sample-427|dodaqları gecdən-gec qımıldandı:
sample-428|durnadı adım.
sample-429|əfsun şadlığından qıy çəkdi:
sample-430|deməli, durna xanım!
sample-431|özünüzə yaraşan addır.
sample-432|afərin bizim valideynlərimizə.
sample-433|uşaqlarına ad seçməkdə yanılmırlar.
sample-434|sizə ən gözəlini seçib qoyublar.
sample-435|qadın utandı.
sample-436|əfsunu pərt-pərt qınadı:
sample-437|sakit danışın.
sample-438|biz küçədəyik.
sample-439|əfsun hay-küyünü xırp kəsdi, peşmanladı:
sample-440|keçin günahımdan, durna xanım.
sample-441|bir qələtdi elədim.
sample-442|hədsiz sevinəndə hisslərimi cilovlamağı bacarmıram.
sample-443|şəhər dəbinə hələ alışmamışam.
sample-444|ədəb qaydalarını lazımınca öyrənməmişəm.
sample-445|durna xanım qınağını bir qədər həlimlətdi:
sample-446|mühitə alışmaq lazımdı, dedi.
sample-447|böyük bir institutda oxuyursunuz.
sample-448|dediyinizə görə, həm də qabaqcıl tələbəsiniz.
sample-449|qabaqcıllar elmlə bərabər, mədəniyyət daşıyıcıları olurlar.
sample-450|əfsun dərsini aldı.
sample-451|özünü yığışdırdı.
sample-452|ancaq dilini dinc saxlamadı:
